name,sequence,file,platform,vol_min,vol_max,pitch_min,pitch_max,dist_min,dist_max,dist_reverb_max,limit_count,limit_type,entity_limit_count,entity_limit_type,bus,spatialized,type,probability,loop,masterslave,loadspec,reverb_falloff_curve,subtitle,compression,randomize_type,secondaryaliasname,chainaliasname,volumefalloffcurve,probability,startdelay,speakermap,reverb_send,lfe percentage,center percentage,platform,envelop_min,envelop_max,envelop percentage,occlusion_level,real_delay,distance_lpf,min_priority,max_priority,min_priority_threshold,max_priority_threshold,doppler
US_1mc_securing_a,1,voiceovers\mp\us\US_1mc_securing_a_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_securing_a,2,voiceovers\mp\us\US_1mc_securing_a_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_securing_a,3,voiceovers\mp\us\US_1mc_securing_a_02.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_securing_a,4,voiceovers\mp\us\US_1mc_securing_a_03.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_securing_b,1,voiceovers\mp\us\US_1mc_securing_b_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_securing_b,2,voiceovers\mp\us\US_1mc_securing_b_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_securing_b,3,voiceovers\mp\us\US_1mc_securing_b_02.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_securing_b,4,voiceovers\mp\us\US_1mc_securing_b_03.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_securing_c,1,voiceovers\mp\us\US_1mc_securing_c_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_securing_c,2,voiceovers\mp\us\US_1mc_securing_c_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_securing_c,3,voiceovers\mp\us\US_1mc_securing_c_02.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_securing_c,4,voiceovers\mp\us\US_1mc_securing_c_03.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_secure_a,1,voiceovers\mp\us\US_1mc_secure_a_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_secure_a,2,voiceovers\mp\us\US_1mc_secure_a_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_secure_a,3,voiceovers\mp\us\US_1mc_secure_a_02.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_secure_a,4,voiceovers\mp\us\US_1mc_secure_a_03.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_secure_b,1,voiceovers\mp\us\US_1mc_secure_b_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_secure_b,2,voiceovers\mp\us\US_1mc_secure_b_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_secure_b,3,voiceovers\mp\us\US_1mc_secure_b_02.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_secure_b,4,voiceovers\mp\us\US_1mc_secure_b_03.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_secure_c,1,voiceovers\mp\us\US_1mc_secure_c_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_secure_c,2,voiceovers\mp\us\US_1mc_secure_c_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_secure_c,3,voiceovers\mp\us\US_1mc_secure_c_02.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_secure_c,4,voiceovers\mp\us\US_1mc_secure_c_03.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_losing_a,1,voiceovers\mp\us\US_1mc_losing_a_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_losing_a,2,voiceovers\mp\us\US_1mc_losing_a_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_losing_a,3,voiceovers\mp\us\US_1mc_losing_a_02.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_losing_a,4,voiceovers\mp\us\US_1mc_losing_a_03.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_losing_b,1,voiceovers\mp\us\US_1mc_losing_b_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_losing_b,2,voiceovers\mp\us\US_1mc_losing_b_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_losing_b,3,voiceovers\mp\us\US_1mc_losing_b_02.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_losing_b,4,voiceovers\mp\us\US_1mc_losing_b_03.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_losing_c,1,voiceovers\mp\us\US_1mc_losing_c_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_losing_c,2,voiceovers\mp\us\US_1mc_losing_c_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_losing_c,3,voiceovers\mp\us\US_1mc_losing_c_02.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
US_1mc_losing_c,4,voiceovers\mp\us\US_1mc_losing_c_03.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_1mc_blitz_cheer_enemy,,null.wav,,0,0,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,wpn_rear,0,,1
US_1mc_moment_cheer_enemy,,null.wav,,0,0,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,wpn_rear,0,,1
# JP Announcer USED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP_1mc_freeforall,1,voiceovers\mp\jp\JP_1mc_freeforall_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_team_deathmatch,1,voiceovers\mp\jp\JP_1mc_team_deathmtch_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_headquarters,1,voiceovers\mp\jp\JP_1mc_headquarters_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_searchdestroy,1,voiceovers\mp\jp\JP_1mc_searchdestroy_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_obj_defend,1,voiceovers\mp\jp\JP_1mc_obj_defend_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_obj_destroy,1,voiceovers\mp\jp\JP_1mc_obj_destroy_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_obj_destroy,2,voiceovers\mp\jp\JP_1mc_obj_destroy_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_sabotage,1,voiceovers\mp\jp\JP_1mc_sabotage_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_capture_objs,1,voiceovers\mp\jp\JP_1mc_capture_objs_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_capture_objs,2,voiceovers\mp\jp\JP_1mc_capture_objs_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_domination,1,voiceovers\mp\jp\JP_1mc_domination_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_tankwar,1,voiceovers\mp\jp\JP_1mc_tankwar_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_war,1,voiceovers\mp\jp\JP_1mc_war_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_survival,1,voiceovers\mp\jp\JP_1mc_survival_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_veh_tdm,1,voiceovers\mp\jp\JP_1mc_veh_tdm_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_suddendeath,1,voiceovers\mp\jp\JP_1mc_suddendeath_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_overtime,1,voiceovers\mp\jp\JP_1mc_overtime_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_lastchance,1,voiceovers\mp\jp\JP_1mc_lastchance_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_boost,1,voiceovers\mp\jp\JP_1mc_boost_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_boost,2,voiceovers\mp\jp\JP_1mc_boost_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_boost,3,voiceovers\mp\jp\JP_1mc_boost_02.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_boost,4,voiceovers\mp\jp\JP_1mc_boost_03.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_tdm_boost,1,voiceovers\mp\jp\JP_1mc_tdm_boost_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_tdm_boost,2,voiceovers\mp\jp\JP_1mc_tdm_boost_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_vtdm_boost,1,voiceovers\mp\jp\JP_1mc_vtdm_boost_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_vtdm_boost,2,voiceovers\mp\jp\JP_1mc_vtdm_boost_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_ffa_boost,1,voiceovers\mp\jp\JP_1mc_ffa_boost_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_ffa_boost,2,voiceovers\mp\jp\JP_1mc_ffa_boost_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_overtime_boost,1,voiceovers\mp\jp\JP_1mc_overtime_boost_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_lastchance_boost,1,voiceovers\mp\jp\JP_1mc_lastchance_boost_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_suddendeath_boost,1,voiceovers\mp\jp\JP_1mc_suddendeath_boost_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_winning,1,voiceovers\mp\jp\JP_1mc_winning_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_losing,1,voiceovers\mp\jp\JP_1mc_losing_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_losing,2,voiceovers\mp\jp\JP_1mc_losing_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_timesup,1,voiceovers\mp\jp\JP_1mc_timesup_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_timesup,2,voiceovers\mp\jp\JP_1mc_timesup_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_timesup,3,voiceovers\mp\jp\JP_1mc_timesup_02.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_draw,1,voiceovers\mp\jp\JP_1mc_draw_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_mission_success,1,voiceovers\mp\jp\JP_1mc_mission_success_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_mission_success,2,voiceovers\mp\jp\JP_1mc_mission_success_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_mission_fail,1,voiceovers\mp\jp\JP_1mc_mission_fail_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_mission_fail,2,voiceovers\mp\jp\JP_1mc_mission_fail_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_encourage_win,1,voiceovers\mp\jp\JP_1mc_encourage_win_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_encourage_lost,1,voiceovers\mp\jp\JP_1mc_encourage_lost_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_encourage_win,2,voiceovers\mp\jp\JP_1mc_encourage_win_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_encourage_lost,2,voiceovers\mp\jp\JP_1mc_encourage_lost_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_radar,1,voiceovers\mp\jp\JP_1mc_radar_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_radar,2,voiceovers\mp\jp\JP_1mc_radar_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_ourradaronline,1,voiceovers\mp\jp\JP_1mc_ourradaronline_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_enemyradar,1,voiceovers\mp\jp\JP_1mc_enemyradar_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_artillery,1,voiceovers\mp\jp\JP_1mc_artillery_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_artillery,2,voiceovers\mp\jp\JP_1mc_artillery_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_friendlyartillery,1,voiceovers\mp\jp\JP_1mc_friendlyartillery_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_enemyartillery,1,voiceovers\mp\jp\JP_1mc_enemyartillery_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_dogsupport,1,voiceovers\mp\jp\JP_1mc_dogsupport_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_dogsupport,2,voiceovers\mp\jp\JP_1mc_dogsupport_01.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_friendlydogs,1,voiceovers\mp\jp\JP_1mc_friendlydogs_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
JP_1mc_enemydogs,1,voiceovers\mp\jp\JP_1mc_enemydogs_00.wav,,0.9,0.9,,,360,600,,,,,,voice,2d,streamed,,,,mp_airfield  mp_beachhead mp_castle mp_courtyard mp_hangar mp_kneedeep mp_makin mp_shrine,,,,,,,,,,,0,,1
