exp_sweet_L,,SFX\Levels\Makin\exp_sweetner\exp_decay_L_altb.wav,,1,1,75,2500,,,,,full_vol,,,,5000,,curve2,1,1,,3d,,,,,,,exp_sweet_R,,,,,,,,,0,left_player,5,no,no,100,100,0.35,1
exp_sweet_R,,SFX\Levels\Makin\exp_sweetner\exp_decay_R_altb.wav,,1,1,75,2500,,,,,full_vol,,,,5000,,curve2,1,1,,3d,,,,,,,,,,,,,,,,0,right_player,6,no,no,100,100,0.35,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
russian_battle_crymn,,SFX\Levels\sniper\ura_special_##,,1,1,1000,5000,1,reject,,,full_vol,,,,20000,,,0.9,1.05,,3d,,,,,,,,,,,,,,,,,,,,,100,100,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
break_window,,SFX\Levels\sniper\building\break_window\break_window.wav,,1,1,500,5000,,,,,full_vol,,curve3,,12000,,curve1,1,1,,3d,,,,,,,,,,,,,,,,0.2,,,no,no,50,100,0.15,0.55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rocket_dirt,,SFX/Destruction/Explosion_Impact_##,,1,1,250,1200,,,,,full_vol,,curve3,,1800,,curve3,1,1,,3d,,,,,,,rocket_debris_l,,,,,,,,,0,,,no,no,100,100,0.25,1
exp_amsel_dead,,SFX\Levels\Makin\hut_explos\exp_hut_corner.wav,,1,1,5000,5000,,,,,full_vol,,curve5,,12000,,curve5,1,1,,2d,,,,,,,player_shellshock_end,,,wpn_all,,,,,,0,,,no,no,50,100,0.15,0.55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rocket_debris_l,,SFX\Levels\sniper\building\wall_debris_##,,0.5,0.6,100,2500,,,,,explosion,,curve3,,3500,,curve4,0.9,1.1,pitch,3d,,,,0.7,,,wall_debris_r,,500,,,,,,,0,left_player,10,no,no,50,80,0.4,1
rocket_debris_r,,SFX\Levels\sniper\building\wall_debris_##,,0.5,0.6,100,2500,,,,,explosion,,curve3,,3500,,curve4,0.9,1.1,pitch,3d,,,,0.7,,,bomb_far_falloff,,515,,,,,,,0,right_player,10,no,no,50,80,0.4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amb_stalin_air_raid,,SFX\Levels\sniper\air_raid\stalin_air_raid.wav,,0.8,0.8,500,15000,2,reject,,,ambience,,curve3,,20000,,curve3,1,1,pitch,3d,,,,0.45,,,,,,,,,,,,0.5,,,no,no,20,40,0.15,0.85
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
under_waterF,,Stream\Level\ber2\under_waterF.wav,,1,1,100,2500,,,,,full_vol,,curve3,,3500,,curve4,1,1,,2d,streamed,,looping,,,,under_waterR,,,,,,,,,0,,,no,no,100,100,0.4,1
under_waterR,,Stream\Level\ber2\under_waterR.wav,,1,1,100,2500,,,,,full_vol,,curve3,,3500,,curve4,1,1,,2d,streamed,,looping,,,,,,,,,,,,,0,,,no,no,100,100,0.4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 20mm wall impacts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wall_impact,,SFX\Levels\sniper\building\wall_impact_##,,0.8,1,1000,2500,,,,,explosion,,curve3,,3500,,curve4,0.9,1.1,pitch,3d,,,,0.7,,pcm,wall_debris_l,,,,0.2,,,,,0,,,no,no,50,80,0.4,1
wall_debris_l,,SFX\Levels\sniper\building\wall_debris_##,,0.8,1,1000,2500,,,,,explosion,,curve3,,3500,,curve4,0.9,1.1,pitch,3d,,,,0.7,,pcm,wall_debris_r,,500,,,,,,,0,left_player,2,no,no,50,80,0.4,1
wall_debris_r,,SFX\Levels\sniper\building\wall_debris_##,,0.8,1,1000,2500,,,,,explosion,,curve3,,3500,,curve4,0.9,1.1,pitch,3d,,,,0.7,,pcm,,,515,,,,,,,0,right_player,2,no,no,50,80,0.4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anml_dog_run_hurt,,null.wav,,0.1,0.1,1000,2500,,,,,explosion,,curve3,,3500,,curve4,0.9,1.1,pitch,3d,,,,0.7,,,,,515,,,,,,,0,,,no,no,1,1,0.4,1
# Ambient SFX - Spawned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Day Package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amb_flies_linked,,SFX/Amb/animals/flies_##,,0.15,0.35,250,600,5,reject,,,ambience,,curve2,,,,,0.9,1.05,pitch,3d,,0.15,,0.7,,pcm,amb_mosquito_placed,,,,,,,,,0,,,no,no,5,10,0.25,1
amb_flies,,SFX\Amb\spc_flies_##,,0.25,0.45,250,750,10,reject,,,ambience,,curve2,,1200,,,0.9,1.05,pitch,3d,,0.5,,0.7,,pcm,amb_flies_linked,,,,,,,,,0,,,no,no,10,20,0.25,1
amb_bugs_other,,SFX/Amb/animals/misc_bug_##,,0.15,0.25,250,2500,,,,,ambience,,,,,,,0.9,1.1,,3d,,,,,,pcm,,,,,,,,,,,,,no,no,5,10,0.25,1
amb_rodents,,SFX/Amb/animals/Rodents_##,,0.9,1,250,2500,,,,,ambience,,,,,,,0.9,1.1,,3d,,,,,,,,,,,,,,,,,,,no,no,5,10,0.25,1
amb_raven,,SFX/Amb/animals/raven_##,,0.5,0.8,10,1000,,,,,ambience,,,,,,,0.9,1.1,,3d,,,,,,,,,,,,,,,,0.2,,,no,no,5,10,0.25,1
caw,,SFX\Levels\sniper\intro\face_crow_##,,0.5,0.5,100,500,,,,,ambience,,curve4,,,,,1,1,,3d,,,,,,pcm,,,,,,,,,,,,,no,no,50,50,0.25,1
peck,,null.wav,,0,0,100,500,,,,,ambience,,curve5,,,,,2,2,,3d,,,,,,,,,,,,,,,,,,,no,no,50,50,0.25,1
face_raven_fly_away,,SFX\Levels\sniper\raven\fly_away.wav,,1,1,500,1100,,,,,character,,curve5,,,,,1,1,,3d,,,,,,pcm,,,,,,,,,,0.2,,,no,no,5,10,0.25,1
amb_raven_dist,,SFX/Amb/animals/raven_##,,0.4,0.5,50,1000,,,,,ambience,,,,2800,,,0.9,1.1,,3d,,,,,,,,,,,,,,,,0.2,,,no,no,5,10,0.25,1
raven_fly_away_a,,SFX\Levels\sniper\raven\fly_away.wav,,0.75,0.75,50,1100,,,,,character,,,,,,,1,1,,3d,,,,,,pcm,,,,,,,,,,0.2,,,no,no,5,10,0.25,1
raven_fly_away_b,,SFX\Levels\sniper\raven\fly_away.wav,,0.8,0.8,50,1200,,,,,character,,,,,,,0.9,0.9,,3d,,,,,,pcm,,,,,,,,,,0.2,,,no,no,5,10,0.25,1
raven_fly_away_c,,SFX\Levels\sniper\raven\fly_away.wav,,0.9,0.9,100,1000,,,,,character,,,,,,,0.95,0.95,,3d,,,,,,pcm,,,,,,,,,,0.2,,,no,no,5,10,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amb_mosquito,,SFX/Amb/animals/mosquito_mn/mosquito_mn_00.wav,,0.5,0.8,10,1000,,,,,ambience,,,,,,,0.9,1.1,,3d,,,,,,pcm,,,,,,,,,,,,,no,no,5,10,0.25,1
amb_river,,SFX\Levels\sniper\city\amb_canal.wav,,0.4,0.4,200,1500,,,,,full_vol,,,,3500,,,1,1,,3d,,,looping,,,,,,,,,,,,,,,,no,no,50,50,0.25,1
amb_crickets,,SFX\Amb\animals\insects_##,,0.1,0.35,10,800,,,,,ambience,,,,,,,0.9,1.1,,3d,,,,,,pcm,,,,,,,,,,,,,no,no,5,10,0.25,1
amb_odd_bug,,SFX/Amb/animals/Odd_Bug_##,,0.1,0.2,10,700,,,,,ambience,,,,,,,0.9,1.1,,3d,,,,,,pcm,,,,,,,,,,,,,no,no,5,10,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bird_tree,,SFX\Amb\birds\random_##,,0.15,0.35,10,1200,,,,,ambience,,curve2,,3000,,curve1,0.92,1.04,,3d,,,,,,,,,250,,,,,,,,,,no,no,5,10,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amb_electrical_sparks,,SFX\Levels\sniper\sparks_##,,0.15,0.35,50,1200,,,,,full_vol,,curve2,,2000,,curve2,0.92,1.1,,3d,,,,,,,,,,,,,,,,0,,,no,no,5,10,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amb_mosquito_placed,,SFX\Amb\animals\mosquito_mn\mosquito_mn_00.wav,1,0.8,1,10,400,,,,,ambience,,curve1,,,,,0.9,1.1,,3d,,0.05,,,,pcm,,,,,,,,,,0.1,,,no,no,5,10,0.25,1
amb_mosquito_placed,,SFX\Amb\animals\mosquito_mn\mosquito_mn_01.wav,2,0.8,1,10,400,,,,,ambience,,curve1,,,,,0.9,1.1,,3d,,0.05,,,,pcm,,,,,,,,,,0.1,,,no,no,5,10,0.25,1
amb_mosquito_placed,,SFX\Amb\animals\mosquito_mn\mosquito_mn_02.wav,3,0.8,1,10,400,,,,,ambience,,curve1,,,,,0.9,1.1,,3d,,0.05,,,,pcm,,,,,,,,,,0.1,,,no,no,5,10,0.25,1
amb_mosquito_placed,,SFX\Amb\animals\mosquito_mn\mosquito_mn_01.wav,4,0,0,10,400,,,,,ambience,,curve1,,,,,0.9,1.1,,3d,,0.05,,,,pcm,,,,,,,,,,0.1,,,no,no,5,10,0.25,1
amb_mosquito_placed,,SFX\Amb\animals\mosquito_mn\mosquito_mn_00.wav,5,0,0,10,400,,,,,ambience,,curve1,,,,,0.9,1.1,,3d,,0.05,,,,pcm,,,,,,,,,,0.1,,,no,no,5,10,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
intro_move_gun,,SFX\Levels\sniper\intro_foley\move_gun.wav,,1,1,50,500,,,,,ambience,,curve1,,,,,1,1,,3d,,,,,,,,,,,,,,,,,,,no,no,100,100,0.25,1
intro_place_gun,,SFX\Levels\sniper\intro_foley\move_gun_b.wav,,1,1,50,500,,,,,ambience,,curve1,,,,,1,1,,3d,,,,,,,,,,,,,,,,,,,no,no,100,100,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bar_open,,SFX\Levels\sniper\bar\bar_hinge.wav,,1,1,50,500,,,,,full_vol,,curve1,,,,,1,1,,3d,,,,,,,,,,,,,,,,0,,,no,no,100,100,0.25,1
bar_slam,,SFX\Levels\sniper\bar\bar_slam.wav,,1,1,50,500,,,,,full_vol,,curve1,,,,,1,1,,3d,,,,,,,,,,,,,,,,0,,,no,no,100,100,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bar_door_squeak,,SFX\Levels\sniper\bar\back_door_squeak.wav,,0.7,0.7,500,1500,,,,,full_vol,,curve4,,1500,,,1,1,,3d,,,,,,,,,3500,,,,,,,0,,,no,no,100,100,0.25,1
big_door_squeak,,SFX\Levels\sniper\building\open_door\open_big_door.wav,,0.7,0.7,500,1500,,,,,full_vol,,curve4,,1500,,,1,1,,3d,,,,,,,,,3500,,,,,,,0,,,no,no,100,100,0.25,1
amb_city_wind_L,,SFX\Levels\sniper\city\city_breeze_L.wav,,0.5,0.5,40,10000,,,,,ambience,,curve2,,14500,,curve3,1,1,,3d,,,looping,,,,,,,,,,,,,0.05,,,no,no,80,80,0.15,0.55
amb_city_wind_R,,SFX\Levels\sniper\city\city_breeze_R.wav,,0.5,0.5,40,10000,,,,,ambience,,curve2,,14500,,curve3,1,1,,3d,,,looping,,,,,,,,,,,,,0.05,,,no,no,80,80,0.15,0.55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,birds on char bus because of shellshock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hop_back,,SFX\Levels\sniper\intro\crow_flap\fly_back.wav,,1,1,150,500,,,,,character,,curve1,,,,,1,1,,3d,,,,,,,,,,,,,,,,0,,,no,no,100,100,0.25,1
fly_back,,SFX\Levels\sniper\intro\crow_flap\fly_back.wav,,1,1,150,500,,,,,character,,curve1,,,,,1,1,,3d,,,,,,,,,,,,,,,,0,,,no,no,100,100,0.25,1
hop_down,,SFX\Levels\sniper\intro\crow_flap\fly_back.wav,,1,1,150,500,,,,,character,,curve1,,,,,1,1,,3d,,,,,,,,,,,,,,,,0,,,no,no,100,100,0.25,1
hop_backwards,,SFX\Levels\sniper\intro\crow_flap\fly_back.wav,,1,1,150,500,,,,,character,,curve1,,,,,1,1,,3d,,,,,,,,,,,,,,,,0,,,no,no,100,100,0.25,1
roll_body_dirt,,SFX\Levels\sniper\intro_foley\roll_body.wav,,1,1,500,1000,,,,,character,,curve1,,,,,1,1,,3d,,,,,,,,,,,,,,,,0,,,no,no,100,100,0.25,1
intro_jump_dirt,,SFX\Levels\sniper\intro_foley\jump_dirt.wav,,1,1,750,1000,,,,,character,,curve2,,,,,1,1,,3d,,,,,,,,,,,,,,,,0,,,no,no,100,100,0.25,1
smoking_inhale,,null.wav,,1,1,750,1000,,,,,character,,curve2,,,,,1,1,,3d,,,,,,,,,,,,,,,,0,,,no,no,100,100,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnov_fly,,SFX\Levels\sniper\foley\resnov_fly.wav,,1,1,500,2500,,,,,full_vol,,,,10000,,,,,,3d,,,,,,,,,,,,,,,,0,,,no,no,100,100,0.25,1
metal_door,,SFX\Levels\sniper\foley\metal_door.wav,,0.5,0.5,500,2500,,,,,full_vol,,,,10000,,,,,,3d,,,,,,,,,,,,,,,,0,,,no,no,100,100,0.25,1
mannequin_slide1,,SFX\Levels\sniper\foley\push_00.wav,,0.35,0.35,500,2500,,,,,full_vol,,,,10000,,,,,,3d,,,,,,,,,,,,,,,,0,,,no,no,100,100,0.25,1
mannequin_slide2,,SFX\Levels\sniper\foley\push_01.wav,,0.35,0.35,500,2500,,,,,full_vol,,,,10000,,,,,,3d,,,,,,,,,,,,,,,,0,,,no,no,100,100,0.25,1
mannequin_slide3,,SFX\Levels\sniper\foley\push_02.wav,,0.35,0.35,500,2500,,,,,full_vol,,,,10000,,,,,,3d,,,,,,,,,,,,,,,,0,,,no,no,100,100,0.25,1
face_punch,,SFX\Levels\Berlin_2\face_punch_mn.wav,,1,1,500,2500,,,,,character,,,,10000,,,,,,3d,,,,,,,,,,,,,,,,0,,,no,no,100,100,0.25,1
rifle_handle1,,SFX\Levels\see1\intro\rifle_toss.wav,,1,1,500,2500,,,,,character,,,1,5000,,,,,,3d,,,,,,,,,,,,,,,,0,,,no,no,75,90,0.25,1
rifle_handle2,,SFX\Levels\see1\intro\rifle_toss2.wav,,1,1,500,2500,,,,,character,,,1,5000,,,,,,3d,,,,,,,,,,,,,,,,0,,,no,no,75,90,0.25,1
rifle_handle3,,SFX\Levels\see1\intro\rifle_toss3.wav,,1,1,500,2500,,,,,character,,,1,5000,,,,,,3d,,,,,,,,,,,,,,,,0,,,no,no,75,90,0.25,1
search_body,,SFX\Levels\see1\intro\search_body.wav,,0.75,0.75,500,2500,,,,,character,,,1,5000,,,,,,3d,,,,,,,,,,,,,,,,0,,,no,no,75,90,0.25,1
fall_knees,,SFX\Levels\see1\intro\fall_knees.wav,,1,1,500,2500,,,,,character,,,1,5000,,,,,,3d,,,,,,,,,,,,,,,,0,,,no,no,75,90,0.25,1
fall_body,,SFX\Levels\see1\intro\fall_body.wav,,1,1,500,2500,,,,,character,,,1,5000,,,,,,3d,,,,,,,,,,,,,,,,0,,,no,no,75,90,0.25,1
# Planes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
intro_plane1,,SFX/Levels/Peleliu_1/Evt_Naplam/planes/ARPL_P47_By13.wav,,0.4,0.4,10,25000,,,,,vehicle,,curve0,,,,,1,1,,3d,streamed,,,0.65,,,,,,,,,,,,0,,,no,no,100,100,0.25,1
intro_plane2,,SFX/Levels/Peleliu_1/Evt_Naplam/planes/ARPL_P47_By04.wav,,0.4,0.4,10,25000,,,,,vehicle,,curve0,,,,,1,1,,3d,streamed,,,0.65,,,,,,,,,,,,0,,,no,no,100,100,0.25,1
intro_plane3,,SFX/Levels/Peleliu_1/Evt_Naplam/planes/ARPL_P47_By13.wav,,0.4,0.4,10,25000,,,,,vehicle,,curve0,,,,,1,1,,3d,streamed,,,0.65,,,,,,,,,,,,0,,,no,no,100,100,0.25,1
intro_plane4,,SFX/Levels/Peleliu_1/Evt_Naplam/planes/ARPL_P47_By04.wav,,0.4,0.4,10,25000,,,,,vehicle,,curve0,,,,,1,1,,3d,streamed,,,0.65,,,,,,,,,,,,0,,,no,no,100,100,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bombers,,SFX\Levels\sniper\bombers_##,,0.5,0.6,2000,12000,15,priority,,,vehicle,,curve3,,18000,,curve3,0.85,1.2,pitch,3d,,,looping,0.65,,,bombers_bass,,,,,,,,,0.8,,,no,no,40,100,0.1,1
bombers_bass,,SFX\Levels\sniper\bombers_bass\bombers_bass.wav,,0.8,0.8,500,4000,2,priority,,,full_vol,,curve4,,,,,0.85,1,pitch,3d,,,looping,0.65,,,,,,,1,,,,,0.8,,,no,no,40,100,0.5,1
bombers_dist_inc,,SFX\Levels\sniper\bombers_dist\bombers_dist.wav,,0.7,0.7,4000,30000,,,,,full_vol,,curve4,,48000,,curve4,0.89,1,,3d,streamed,,,0.65,,,,,,,,,,,,0.2,,,no,no,100,100,0.1,1
bombers_dist_exit,,SFX\Levels\sniper\bombers_dist\bombers_dist.wav,,0.6,0.6,4000,30000,,,,,full_vol,,curve4,,48000,,curve4,0.89,1,,3d,streamed,,,0.65,,,,,22000,,,,,,,0.2,,,no,no,100,100,0.1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bombers_low_left,,SFX\Levels\sniper\bombers_sweetner\pass_left.wav,,0.4,0.4,40,8500,2,oldest,,,full_vol,,curve2,,12000,,curve1,1,1,,3d,,,,0.6,,,,,,,,,,,,0.2,,,no,no,50,100,0.15,0.55
bombers_low_right,,SFX\Levels\sniper\bombers_sweetner\pass_right.wav,,0.4,0.4,40,8500,2,oldest,,,full_vol,,curve2,,12000,,curve1,1,1,,3d,,,,0.6,,,,,1000,,,,,,,0.2,,,no,no,50,100,0.15,0.55
low_flying_plane,,SFX\Vehicles\Planes\P47\ARPL_Dual_P47_By01_Distant.wav,,0.5,0.5,25000,45000,,,2,reject,full_vol,,curve4,,48000,,curve2,0.89,1,,3d,,,looping,0.5,,,,,,,,,,,,0.8,,,no,no,100,100,0.1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bombers_low_left_scripted,,SFX\Levels\sniper\bombers_sweetner\pass_left.wav,,0.5,0.5,40,10000,4,oldest,,,ambience,,curve2,,15000,,curve4,1,1,,3d,,,,0.48,,,,,,,,,,,,0,,,no,no,20,50,0.2,1
bombers_low_right_scripted,,SFX\Levels\sniper\bombers_sweetner\pass_right.wav,,0.5,0.5,40,10000,4,oldest,,,ambience,,curve2,,15000,,curve4,1,1,,3d,,,,0.48,,,,,1000,,,,,,,0,,,no,no,20,50,0.2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
player_shock_oneshot,,SFX\Levels\Makin\IGC\intro\player_shock\ps_one_shot.wav,,1,1,10,2200,,,,,voice,,curve2,,,,,,,,2d,,,,,,,1500,,0.25,,,,,,,0.2,,,no,no,100,100,0.25,1
player_shock_loop,,SFX\Levels\Makin\IGC\intro\player_shock\player_shock_loopX.wav,,0.8,0.8,10,2200,,,,,voice,,curve2,,,,,,,,2d,,,looping,,,,,,0.25,,,,,,,0.2,,,no,no,100,100,0.25,1
player_shock_silent,,SFX\Levels\Makin\IGC\intro\player_shock\player_shock_loopX.wav,,1,1,10,2200,,,,,voice,,curve2,,,,,,,,2d,,,looping,,,,,,0.25,,,,,,,0.2,,,no,no,100,100,0.25,1
player_shock_end,,SFX\Levels\Makin\IGC\intro\player_shock\player_shock_end.wav,,1,1,10,2200,,,,,voice,,curve2,,,,,,,,2d,,,,,,,,,0.25,,,,,,,0.2,,,no,no,100,100,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brutie_woof,,SFX\Levels\sniper\dogs\fence_attack_comp.wav,,1,1,5000,30000,,,,,full_vol,,curve3,,35000,,curve4,1,1,,3d,,,,,,pcm,,,,,,,,,,0,,,no,no,100,100,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
small_fire,,SFX/Destruction/fires/small/small_00.wav,1,0.35,0.45,120,600,,,,,ambience,,,,1200,,,0.8,1.05,,3d,,,looping,0.9,,pcm,,,,,,,,,,,,,no,no,20,40,0.15,0.85
small_fire,,SFX/Destruction/fires/small/small_07.wav,2,0.35,0.45,120,600,,,,,ambience,,,,1200,,,0.8,1.05,,3d,,,looping,0.9,,pcm,,,,,,,,,,,,,no,no,20,40,0.15,0.85
small_fire,,SFX/Destruction/fires/small/small_01.wav,3,0.35,0.45,120,800,,,,,ambience,,,,1200,,,0.8,1.05,,3d,,,looping,0.9,,pcm,,,,,,,,,,,,,no,no,20,40,0.15,0.85
large_fire,,SFX\Levels\Makin\hut_fire_##,,0.45,0.45,300,1250,,,,,ambience,,,,2500,,,0.8,1.05,,3d,,,looping,0.9,,pcm,,,,,,,,,,,,,no,no,20,40,0.15,0.85
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sni1_IGD_000A_REZN,,voiceovers\sniper\mast\Sni1_IGD_000A_REZN.wav,,0.35,0.35,500,2800,,,,,voice,,curve4,,3200,,,1,1,,3d,primed,,,,,,,,,,,1,,,,0.2,,,no,no,100,100,0.25,1,SUBTITLE_Sni1_IGD_000A_REZN
Sni1_IGD_001A_REZN,,voiceovers\sniper\mast\Sni1_IGD_001A_REZN.wav,,0.85,0.85,500,2800,,,,,voice,,curve4,,3200,,,1,1,,3d,primed,,,master,,,,,,,,1,,,,0.2,,,no,no,100,100,0.25,1,SUBTITLE_Sni1_IGD_001A_REZN
Sni1_IGD_002A_REZN,,voiceovers\sniper\mast\Sni1_IGD_002A_REZN_A.wav,,0.85,0.85,500,2800,,,,,voice,,curve4,,3200,,,1,1,,3d,primed,,,master,,,,,,,,1,,,,0.2,,,no,no,100,100,0.25,1,SUBTITLE_Sni1_IGD_002A_REZN_A
Sni1_IGD_100A_REZN,,voiceovers\sniper\mast\Sni1_IGD_100A_REZN_A.wav,,0.85,0.85,500,2800,,,,,voice,,curve4,,3200,,,1,1,,3d,primed,,,master,,,,,,,,1,,,,0.2,,,no,no,100,100,0.25,1,SUBTITLE_Sni1_IGD_100A_REZN_A
Sni1_IGD_101A_REZN,,voiceovers\sniper\mast\Sni1_IGD_101A_REZN_A.wav,,0.85,0.85,500,2800,,,,,voice,,curve4,,3200,,,1,1,,3d,primed,,,master,,,,,,,,1,,,,0.2,,,no,no,100,100,0.25,1,SUBTITLE_Sni1_IGD_101A_REZN_A
Sni1_IGD_003B_REZN,,voiceovers\sniper\mast\Sni1_IGD_003B_REZN.wav,,0.85,0.85,500,2800,,,,,voice,,curve4,,3200,,,1,1,,3d,primed,,,master,,,,,,,,1,,,,0.2,,,no,no,100,100,0.25,1,SUBTITLE_Sni1_IGD_003B_REZN
Sni1_IGD_004A_REZN,,voiceovers\sniper\mast\Sni1_IGD_004A_REZN.wav,,0.85,0.85,500,2800,,,,,voice,,curve4,,3200,,,1,1,,3d,primed,,,master,,,,,,,,1,,,,0.2,,,no,no,100,100,0.25,1,SUBTITLE_Sni1_IGD_004A_REZN
Sni1_IGD_005A_REZN,,voiceovers\sniper\mast\Sni1_IGD_005A_REZN.wav,,0.85,0.85,500,2800,,,,,voice,,curve4,,3200,,,1,1,,3d,primed,,,master,,,,,,,,1,,,,0.2,,,no,no,100,100,0.25,1,SUBTITLE_Sni1_IGD_005A_REZN
Sni1_IGD_006A_REZN,,voiceovers\sniper\mast\Sni1_IGD_006A_REZN_C.wav,,0.85,0.85,500,2800,,,,,voice,,curve4,,3200,,,1,1,,3d,primed,,,master,,,,,,,,1,,,,0.2,,,no,no,100,100,0.25,1,SUBTITLE_Sni1_IGD_006A_REZN_C
Sni1_IGD_011A_REZN,,voiceovers\sniper\mast\Sni1_IGD_011A_REZN_A.wav,,0.85,0.85,500,2800,,,,,voice,,curve4,,3200,,,1,1,,3d,primed,,,master,,,,,,,,1,,,,0.2,,,no,no,100,100,0.25,1,SUBTITLE_Sni1_IGD_011A_REZN_A
Sni1_IGD_012A_REZN,,voiceovers\sniper\mast\Sni1_IGD_012A_REZN_A.wav,,0.85,0.85,500,2800,,,,,voice,,curve4,,3200,,,1,1,,3d,primed,,,master,,,,,,,,1,,,,0.2,,,no,no,100,100,0.25,1,SUBTITLE_Sni1_IGD_012A_REZN_A
Sni1_IGD_013A_REZN,,voiceovers\sniper\mast\Sni1_IGD_013A_REZN.wav,,0.85,0.85,500,2800,,,,,voice,,curve4,,3200,,,1,1,,3d,primed,,,master,,,,,,,,1,,,,0.2,,,no,no,100,100,0.25,1,SUBTITLE_Sni1_IGD_013A_REZN
Sni1_IGD_008A_REZN,,voiceovers\sniper\mast\Sni1_IGD_008A_REZN.wav,,0.85,0.85,500,2800,,,,,voice,,curve4,,3200,,,1,1,,3d,primed,,,master,,,,,,,,1,,,,0.2,,,no,no,100,100,0.25,1,SUBTITLE_Sni1_IGD_008A_REZN
Sni1_IGD_009A_REZN,,voiceovers\sniper\mast\Sni1_IGD_009A_REZN_A.wav,,0.85,0.85,500,2800,,,,,voice,,curve4,,3200,,,1,1,,3d,primed,,,master,,,,,,,,1,,,,0.2,,,no,no,100,100,0.25,1,SUBTITLE_Sni1_IGD_009A_REZN_A
