See1_INT_003A_GMS2,,,voiceovers\see1\mast\See1_INT_003A_GMS2.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,primed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1
See1_INT_004A_GMS3,,,voiceovers\see1\mast\See1_INT_004A_GMS3_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,primed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1
See1_INT_005A_GMS1,,,voiceovers\see1\mast\See1_INT_005A_GMS1.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,primed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,
See1_INT_006A_GMS2,,,voiceovers\see1\mast\See1_INT_006A_GMS2.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,primed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,
See1_INT_007A_GMS1,,,voiceovers\see1\mast\See1_INT_007A_GMS1.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,primed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,
See1_INT_008A_GMS2,,,voiceovers\see1\mast\See1_INT_008A_GMS2_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,primed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,
See1_INT_009A_GMS3,,,voiceovers\see1\mast\See1_INT_009A_GMS3_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,primed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,
See1_INT_010A_GMS1,,,voiceovers\see1\mast\See1_INT_010A_GMS1.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,primed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,
See1_INT_011A_REZN,,,voiceovers\see1\mast\See1_INT_011A_REZN_C.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,primed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_INT_011A_REZN_C
See1_INT_012A_REZN,,,voiceovers\see1\mast\See1_INT_012A_REZN_ca.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,primed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_INT_012A_REZN_ca
See1_INT_013A_REZN,,,voiceovers\see1\mast\See1_INT_013A_REZN_E.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,primed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_INT_013A_REZN_E
See1_INT_014A_REZN,,,voiceovers\see1\mast\See1_INT_014A_REZN_A_ca.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,primed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_INT_014A_REZN_A_ca
See1_INT_015A_REZN,,,voiceovers\see1\mast\See1_INT_015A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,primed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_INT_015A_REZN
See1_INT_016A_CHER,,,voiceovers\see1\mast\See1_INT_016A_CHER.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,primed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_INT_016A_CHER
See1_INT_017A_REZN,,,voiceovers\see1\mast\See1_INT_017A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,primed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_INT_017A_REZN_A
See1_INT_018A_REZN,,,voiceovers\see1\mast\See1_INT_018A_REZN_D.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,primed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_INT_018A_REZN_D
See1_IGD_000A_REZN,,,voiceovers\see1\mast\See1_IGD_000A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_000A_REZN
See1_IGD_001A_REZN,,,voiceovers\see1\mast\See1_IGD_001A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_001A_REZN
See1_IGD_002A_CHER,,,voiceovers\see1\mast\See1_IGD_002A_CHER.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_002A_CHER
See1_IGD_003A_REZN,,,voiceovers\see1\mast\See1_IGD_003A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_003A_REZN_A
See1_IGD_004A_REZN,,,voiceovers\see1\mast\See1_IGD_004A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_004A_REZN
See1_IGD_005A_REZN,,,voiceovers\see1\mast\See1_IGD_005A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_005A_REZN_A
See1_IGD_006A_REZN,,,voiceovers\see1\mast\See1_IGD_006A_REZN_B.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_006A_REZN_B
See1_IGD_007A_CHER,,,voiceovers\see1\mast\See1_IGD_007A_CHER.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_007A_CHER
See1_IGD_008A_REZN,,,voiceovers\see1\mast\See1_IGD_008A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_008A_REZN_A
See1_IGD_100A_CHER,,,voiceovers\see1\mast\See1_IGD_100A_CHER.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_100A_CHER
See1_IGD_102A_REZN,,,voiceovers\see1\mast\See1_IGD_102A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_102A_REZN
See1_IGD_009A_REZN,,,voiceovers\see1\mast\See1_IGD_009A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_009A_REZN_A
See1_IGD_010A_REZN,,yes,voiceovers\see1\mast\See1_IGD_010A_REZN.wav,1,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_010A_REZN
See1_IGD_010A_REZN,,no,voiceovers\see1\mast\See1_IGD_010A_REZN_safe.wav,2,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_010A_REZN_safe
See1_IGD_011A_REZN,,,voiceovers\see1\mast\See1_IGD_011A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_011A_REZN_A
See1_IGD_012A_REZN,,,voiceovers\see1\mast\See1_IGD_012A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_012A_REZN_A
See1_IGD_013A_REZN,,,voiceovers\see1\mast\See1_IGD_013A_REZN_B.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_013A_REZN_B
See1_IGD_014A_REZN,,,voiceovers\see1\mast\See1_IGD_014A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_014A_REZN_A
See1_IGD_015A_REZN,,,voiceovers\see1\mast\See1_IGD_015A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_015A_REZN_A
See1_IGD_104A_REZN,,,voiceovers\see1\mast\See1_IGD_104A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_104A_REZN
See1_IGD_016A_REZN,,,voiceovers\see1\mast\See1_IGD_016A_REZN_B.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_016A_REZN_B
See1_IGD_017A_REZN,,,voiceovers\see1\mast\See1_IGD_017A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_017A_REZN_A
See1_IGD_105A_REZN,,,voiceovers\see1\mast\See1_IGD_105A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_105A_REZN
See1_IGD_018A_REZN,,,voiceovers\see1\mast\See1_IGD_018A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_018A_REZN_A
#See1_IGD_019A_REZN,,,voiceovers\see1\mast\See1_IGD_019A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_019A_REZN_A
See1_IGD_019A_REZN,,,voiceovers\see1\mast\See1_IGD_019B_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_019B_REZN
See1_IGD_020A_REZN,,,voiceovers\see1\mast\See1_IGD_020A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_020A_REZN_A
See1_IGD_021A_REZN,,,voiceovers\see1\mast\See1_IGD_021A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_021A_REZN_A
See1_IGD_106A_CHER,,,voiceovers\see1\mast\See1_IGD_106A_CHER.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_106A_CHER
See1_IGD_107A_REZN,,,voiceovers\see1\mast\See1_IGD_107A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_107A_REZN
See1_IGD_022A_REZN,,,voiceovers\see1\mast\See1_IGD_022A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_022A_REZN
See1_IGD_024A_REZN,,,voiceovers\see1\mast\See1_IGD_024A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_024A_REZN
See1_IGD_025A_REZN,,,voiceovers\see1\mast\See1_IGD_025A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_025A_REZN_A
See1_IGD_026A_REZN,,,voiceovers\see1\mast\See1_IGD_026A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_026A_REZN_A
See1_IGD_027A_REZN,,,voiceovers\see1\mast\See1_IGD_027A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_027A_REZN_A
See1_IGD_028A_REZN,,,voiceovers\see1\mast\See1_IGD_028A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_028A_REZN_A
See1_IGD_029A_REZN,,,voiceovers\see1\mast\See1_IGD_029A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_029A_REZN_A
See1_IGD_030A_CHER,,,voiceovers\see1\mast\See1_IGD_030A_CHER.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_030A_CHER
See1_IGD_031A_REZN,,,voiceovers\see1\mast\See1_IGD_031A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_031A_REZN
See1_IGD_032A_REZN,,,voiceovers\see1\mast\See1_IGD_032A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_032A_REZN
See1_IGD_033A_REZN,,,voiceovers\see1\mast\See1_IGD_033A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_033A_REZN
See1_IGD_034A_REZN,,,voiceovers\see1\mast\See1_IGD_034A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_034A_REZN
See1_IGD_114A_REZN,,,voiceovers\see1\mast\See1_IGD_114A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_114A_REZN
See1_IGD_115A_REZN,,,voiceovers\see1\mast\See1_IGD_115A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_115A_REZN
See1_IGD_116A_REZN,,,voiceovers\see1\mast\See1_IGD_116A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_116A_REZN
See1_IGD_117A_REZN,,,voiceovers\see1\mast\See1_IGD_117A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_117A_REZN
See1_IGD_118A_REZN,,,voiceovers\see1\mast\See1_IGD_118A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_118A_REZN
See1_IGD_035A_REZN,,,voiceovers\see1\mast\See1_IGD_035A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_035A_REZN
See1_IGD_036A_REZN,,,voiceovers\see1\mast\See1_IGD_036A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_036A_REZN_A
See1_IGD_109A_CHER,,,voiceovers\see1\mast\See1_IGD_109A_CHER.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_109A_CHER
See1_IGD_110A_REZN,,,voiceovers\see1\mast\See1_IGD_110A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_110A_REZN
See1_IGD_112A_REZN,,,voiceovers\see1\mast\See1_IGD_112A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_112A_REZN
See1_IGD_113A_REZN,,,voiceovers\see1\mast\See1_IGD_113A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_113A_REZN
See1_IGD_037A_REZN,,,voiceovers\see1\mast\See1_IGD_037A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_037A_REZN_A
See1_IGD_038A_REZN,,,voiceovers\see1\mast\See1_IGD_038A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_038A_REZN
See1_IGD_039A_REZN,,,voiceovers\see1\mast\See1_IGD_039A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_039A_REZN_A
See1_IGD_040A_REZN,,,voiceovers\see1\mast\See1_IGD_040A_REZN_B.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_040A_REZN_B
See1_IGD_041A_REZN,,,voiceovers\see1\mast\See1_IGD_041A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_041A_REZN_A
See1_IGD_119A_REZN,,,voiceovers\see1\mast\See1_IGD_119A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_119A_REZN
See1_IGD_120A_REZN,,,voiceovers\see1\mast\See1_IGD_120A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_120A_REZN
See1_IGD_121A_REZN,,,voiceovers\see1\mast\See1_IGD_121A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_121A_REZN
See1_IGD_122A_REZN,,,voiceovers\see1\mast\See1_IGD_122A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_122A_REZN
See1_IGD_123A_REZN,,,voiceovers\see1\mast\See1_IGD_123A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_123A_REZN
See1_IGD_042A_CHER,,,voiceovers\see1\mast\See1_IGD_042A_CHER.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_042A_CHER
See1_IGD_043A_REZN,,,voiceovers\see1\mast\See1_IGD_043A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_043A_REZN
See1_IGD_044A_REZN,,,voiceovers\see1\mast\See1_IGD_044A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_044A_REZN
See1_IGD_045A_REZN,,,voiceovers\see1\mast\See1_IGD_045A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_045A_REZN_A
See1_IGD_046A_REZN,,,voiceovers\see1\mast\See1_IGD_046A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_046A_REZN_A
See1_IGD_047A_REZN,,,voiceovers\see1\mast\See1_IGD_047A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_047A_REZN
See1_IGD_048A_REZN,,,voiceovers\see1\mast\See1_IGD_048A_REZN_B.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_048A_REZN_B
See1_IGD_049A_REZN,,,voiceovers\see1\mast\See1_IGD_049A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_049A_REZN_A
See1_IGD_050A_REZN,,,voiceovers\see1\mast\See1_IGD_050A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_050A_REZN
See1_IGD_051A_CHER,,,voiceovers\see1\mast\See1_IGD_051A_CHER.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_051A_CHER
#See1_IGD_052A_REZN,,,voiceovers\see1\mast\See1_IGD_052A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_052A_REZN_A
See1_IGD_052A_REZN,,,voiceovers\see1\mast\See1_IGD_052B_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_052B_REZN
See1_IGD_053A_REZN,,,voiceovers\see1\mast\See1_IGD_053A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_053A_REZN_A
See1_IGD_054A_REZN,,,voiceovers\see1\mast\See1_IGD_054A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_054A_REZN
See1_IGD_124A_REZN,,,voiceovers\see1\mast\See1_IGD_124A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_124A_REZN
See1_IGD_125A_REZN,,,voiceovers\see1\mast\See1_IGD_125A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_125A_REZN
See1_IGD_126A_RUR1,,,voiceovers\see1\mast\See1_IGD_126A_RUR1.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_126A_RUR1
See1_IGD_127A_RUR1,,,voiceovers\see1\mast\See1_IGD_127A_RUR1.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_127A_RUR1
#See1_IGD_128A_CHER,,,voiceovers\see1\mast\See1_IGD_128A_CHER.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,see1,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_See1_IGD_128A_CHER
