stone_break2,,SFX/Levels/Berlin_2/sign/stone_break/stone_break_01.wav,2,0.8,1,100,2500,,,,,full_vol,,,,,,,0.9,1.1,,3d,,,,,,,,,,200,,,,,,,,,,,,,100,100,0.25,1

sign_crash1,,SFX/Levels/Berlin_2/sign/crash/crash_00.wav,1,1,1,100,2500,,,,,full_vol,,,,,,,0.9,1.1,,3d,,,,,,,,,,2000,,,,,,,,,,,,,100,100,0.25,1
sign_crash1,,SFX/Levels/Berlin_2/sign/crash/crash_01.wav,2,1,1,100,2500,,,,,full_vol,,,,,,,0.9,1.1,,3d,,,,,,,,,,2000,,,,,,,,,,,,,100,100,0.25,1
#sign_crash1,,SFX/Levels/Berlin_2/sign/crash/crash_02.wav,3,1,1,100,2500,,,,,full_vol,,,,,,,0.9,1.1,,3d,streamed,,,,,,,,,2000,,,,,,,,,,,,,100,100,0.25,1

arty_aftershock,,SFX/Levels/Berlin_2/arty_metro/arty_metro_00.wav,1,1,1,1000,10000,,,,,full_vol,,,,,,,1,1,,2d,streamed,,,,,,,,,70,,,,,,,,,,,,,100,100,0.25,1
arty_aftershock,,SFX/Levels/Berlin_2/arty_metro/arty_metro_01.wav,2,1,1,1000,10000,,,,,full_vol,,,,,,,1,1,,2d,streamed,,,,,,,,,70,,,,,,,,,,,,,100,100,0.25,1
arty_aftershock,,SFX/Levels/Berlin_2/arty_metro/arty_metro_02.wav,3,1,1,1000,10000,,,,,full_vol,,,,,,,1,1,,2d,streamed,,,,,,,,,70,,,,,,,,,,,,,100,100,0.25,1

wave_arty,,SFX/Levels/Berlin_2/thump/thump_00.wav,1,0.8,0.8,1000,10000,,,,,explosion,,,,,,,1,1,,2d,,,,,,,,wave_arty_aftershock,,,,1,,,,,,,,,,,100,100,0.25,1
wave_arty,,SFX/Levels/Berlin_2/thump/thump_01.wav,2,0.8,0.8,1000,10000,,,,,explosion,,,,,,,1,1,,2d,,,,,,,,wave_arty_aftershock,,,,1,,,,,,,,,,,100,100,0.25,1
wave_arty,,SFX/Levels/Berlin_2/thump/thump_02.wav,3,0.8,0.8,1000,10000,,,,,explosion,,,,,,,1,1,,2d,,,,,,,,wave_arty_aftershock,,,,1,,,,,,,,,,,100,100,0.25,1
wave_arty,,SFX/Levels/Berlin_2/thump/thump_03.wav,4,0.8,0.8,1000,10000,,,,,explosion,,,,,,,1,1,,2d,,,,,,,,wave_arty_aftershock,,,,1,,,,,,,,,,,100,100,0.25,1

art_int,,SFX/Levels/Berlin_2/art_int/artillery_int_00.wav,,0.5,1,,,,,,,explosion,,,,,,,,,,2d,,,,,,,,,,,,,,,,,,,,,,,100,100,0.25,1

debris_fall,,SFX/Levels/Berlin_2/debris_##,,0.8,0.9,150,1500,2,reject,,,explosion,,,,,,,1,1,,3d,,,,,,,,,,500,,,,,,,,,,,,,100,100,0.25,1

metro_gate_shake,,SFX/Levels/Berlin_2/gate/gate_shake.wav,,0.3,0.3,500,3000,,,,,full_vol,,,1,4000,,,1,1,,3d,,,,,,,,,,,,,,,,,,,,,,,100,100,0.25,1
metro_gate_open,,SFX/Levels/Berlin_2/gate/gate_open_00.wav,,0.6,0.9,50,1500,,,,,full_vol,,,,,,,1,1,,3d,,,,,,,,,,,,,,,,,,,,,,,100,100,0.25,1
metro_gate_open2,,SFX/Levels/Berlin_2/gate/gate_open_00.wav,,0.6,0.9,50,1500,,,,,full_vol,,,,,,,1,1,,3d,,,,,,,,,,,,,,,,,,,,,,,100,100,0.25,1
metro_gate_close_hit,,SFX/Levels/Berlin_2/gate/metro_gate_hit.wav,,0.6,0.9,50,1500,,,,,full_vol,,,,,,,1,1,,3d,,,,,,,,,,,,,,,,,,,,,,,100,100,0.25,1
metro_gate_close_board,,SFX/Levels/Berlin_2/gate/metro_gate_board.wav,,0.6,0.9,50,1500,,,,,full_vol,,,,,,,1,1,,3d,,,,,,,,,,,,,,,,,,,,,,,100,100,0.25,1
metro_gate_close,,SFX/Levels/Berlin_2/gate/gate_close_00.wav,,0.6,0.9,50,1500,,,,,full_vol,,,,,,,1,1,,3d,,,,,,,,,,,,,,,,,,,,,,,100,100,0.25,1


metro_door_hit,,SFX/Levels/Berlin_2/door_hit_##,,0.4,0.5,1000,2000,,,,,explosion,,,,,,,1,1,,3d,,,,,,,,,,,,,,,,,,,,,,,100,100,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metro_arty,,SFX/Levels/Berlin_2/thump/thump_00.wav,,1,1,1000,10000,,,,,full_vol,,,,,,,1,1,,2d,,,,,,,,arty_aftershock,,,,1,,,,,,,,,,,100,100,0.25,1

rats,,SFX/Levels/Berlin_2/rats/rats_00.wav,,0.2,0.2,1000,10000,,,,,full_vol,,,,,,,1,1,,2d,streamed,,,,,,,,,2000,,,,,,,,,,,,,100,100,0.25,1
#rats,,SFX\Amb\animals\Rodents_##,,1,1,100000,200000,,,,,full_vol,,,1,4000,,,0.9,1.1,,3d,,,,,,,,,,,wpn_all,,,,,,,,,,,,50,100,0.25,1
#rat_splashes,,SFX\Levels\Berlin_2\splash_##,,1,1,500,3000,,,,,full_vol,,,1,4000,,,0.9,1.1,,3d,,,,,,,,,,,,,,,,,,,,,,,50,100,0.25,1

wave_arty_aftershock,,SFX/Levels/Berlin_2/arty_metro/arty_metro_00.wav,,1,1,1000,10000,,,,,explosion,,,,,,,1,1,,2d,streamed,,,,,,,tunnel_aftershock,,70,,0.3,,,,,,,,,,,100,100,0.25,1
tunnel_aftershock,,SFX/Levels/Berlin_2/tunnel/tunnel_00.wav,,1,1,1000,10000,,,,,full_vol,,,,,,,1,1,,2d,streamed,,,,,,,,,200,,0.3,,,,,,,,,,,100,100,0.25,1

rumble,,Stream/level/ber2/rumble_00.wav,,0.7,0.7,1000,10000,1,reject,,,full_vol,,,,,,,1,1,,2d,,,looping,,,,,,,,,1,,,,,,,,,,,100,100,0.25,1
rattle1,,SFX\Levels\Berlin_2\wave\train_quakeL.wav,,0.8,0.8,1000,5000,,,,,full_vol,,,1,6000,,,,,,3d,,,,,,,,,,,,,,,,,0,,no,no,,,100,100,0.25,1
rattle2,,SFX\Levels\Berlin_2\wave\train_quakeR.wav,,0.8,0.8,1000,5000,,,,,full_vol,,,1,6000,,,,,,3d,,,,,,,,,,,,,,,,,0,,no,no,,,100,100,0.25,1

wave,,SFX/Levels/Berlin_2/wave/wave_00.wav,,1,1,500,5500,,,,,full_vol,,,,,,,1,1,,3d,,,looping,,,,,,,,,,,35,600,0.4,0,,,,,,100,100,0.25,1
bulb_break,,SFX\Levels\Berlin_2\wave\bulb_break_00.wav,1,1,1,1000,5000,,,,,full_vol,,,1,6000,,,,,,3d,,,,,,,,,,,,,,,,,0,,no,no,,,100,100,0.25,1
bulb_break,,SFX\Levels\Berlin_2\wave\bulb_break_01.wav,2,1,1,1000,5000,,,,,full_vol,,,1,6000,,,,,,3d,,,,,,,,,,,,,,,,,0,,no,no,,,100,100,0.25,1
bulb_break,,SFX\Levels\Berlin_2\wave\bulb_break_02.wav,3,1,1,1000,5000,,,,,full_vol,,,1,6000,,,,,,3d,,,,,,,,,,,,,,,,,0,,no,no,,,100,100,0.25,1
slow_shatterL,,SFX\Levels\Berlin_2\wave\slow_shatterL.wav,,0.8,0.8,1000,5000,1,oldest,,,full_vol,,,1,6000,,curve4,,,,3d,,,,,,,,slow_shatterR,,300,,0.5,,,,,0,,no,no,left_player,4,100,100,0.25,1
slow_shatterR,,SFX\Levels\Berlin_2\wave\slow_shatterR.wav,,0.8,0.8,1000,5000,1,oldest,,,full_vol,,,1,6000,,curve4,,,,3d,,,,,,,,,,300,,0.5,,,,,0,,no,no,right_player,4,100,100,0.25,1
slow_shatterLrev,,SFX\Levels\Berlin_2\wave\slow_shatterLrev.wav,,0.8,0.8,1000,5000,1,oldest,,,full_vol,,,1,6000,,curve4,,,,3d,,,,,,,,slow_shatterRrev,,2000,,0.5,,,,,0,,no,no,left_player,6,100,100,0.25,1
slow_shatterRrev,,SFX\Levels\Berlin_2\wave\slow_shatterRrev.wav,,0.8,0.8,1000,5000,1,oldest,,,full_vol,,,1,6000,,curve4,,,,3d,,,,,,,,,,2000,,0.5,,,,,0,,no,no,right_player,6,100,100,0.25,1
dewww,,SFX\Levels\Berlin_2\wave\dew_01.wav,,1,1,50000,100000,,,,,full_vol,,,,,,,,,,2d,,,,,,,,,,300,,0.5,,,,,0,,no,no,,,100,100,0.25,1
wave_impactF,,SFX\Levels\Berlin_2\wave\wave_impctF.wav,,1,1,25,5500,,,,,full_vol,,,,,,,,,,2d,,,,,,,,wave_impactR,,,wpn_fnt,,,,,,0,,no,no,,,100,100,0.25,1
wave_impactR,,SFX\Levels\Berlin_2\wave\wave_impctR.wav,,1,1,25,5500,,,,,full_vol,,,,,,,,,,2d,,,,,,,,,,,wpn_rear,,,,,,0,,no,no,,,100,100,0.25,1
water_passF,,SFX\Levels\Berlin_2\wave\water_passF.wav,,1,1,25,5500,,,,,full_vol,,,,,,,,,,2d,,,,,,,,water_passR,,1500,wpn_fnt,,,,,,0,,no,no,,,100,100,0.25,1
water_passR,,SFX\Levels\Berlin_2\wave\water_passR.wav,,1,1,25,5500,,,,,full_vol,,,,,,,,,,2d,,,,,,,,,,1500,wpn_rear,,,,,,0,,no,no,,,100,100,0.25,1
under_waterF,,Stream\Level\ber2\under_waterF.wav,,1,1,25,5500,,,,,full_vol,,,,,,,,,,2d,streamed,,looping,,,,,,,,wpn_fnt,,,,,,0,,no,no,,,100,100,0.25,1
under_waterR,,Stream\Level\ber2\under_waterR.wav,,1,1,25,5500,,,,,full_vol,,,,,,,,,,2d,streamed,,looping,,,,,,,,wpn_rear,,,,,,0,,no,no,,,100,100,0.25,1
water_scream1,,SFX\Levels\Berlin_2\wave\scream_00.wav,,1,1,50000,100000,,,,,full_vol,,,,,,,,,,2d,,,,,,,,,,1000,wpn_fnt,,,,,,0,,no,no,,,100,100,0.25,1
water_scream2,,SFX\Levels\Berlin_2\wave\scream_01.wav,,1,1,50000,100000,,,,,full_vol,,,,,,,,,,2d,,,,,,,,,,1500,wpn_rear,,,,,,0,,no,no,,,100,100,0.25,1
water_scream3,,SFX\Levels\Berlin_2\wave\scream_02.wav,,1,1,50000,100000,,,,,full_vol,,,,,,,,,,2d,,,,,,,,,,1500,wpn_fnt,,,,,,0,,no,no,,,100,100,0.25,1
thunder_closeL,,Stream\Level\ber2\thunder\thunder_closeL_00.wav,,0.85,0.95,1000,15000,1,oldest,,,ambience,,,1,40000,,curve4,0.7,1,,3d,streamed,,,,,,,thunder_closeR,,,,0.5,,,,,0.15,,,no,left_player,7,80,90,0.25,1
thunder_closeR,,Stream\Level\ber2\thunder\thunder_closeL_00.wav,,0.95,1,1000,15000,1,oldest,,,ambience,,,1,40000,,curve4,0.7,1,,3d,streamed,,,,,,,,,,,0.5,,,,,0.15,,,no,right_player,7,80,90,0.25,1
thunder_farL,,Stream\Level\ber2\thunder\thunder_farL_00.wav,,0.8,1,3000,18000,1,reject,,,ambience,,,1,50000,,curve4,0.7,1,,3d,streamed,,,,,,,thunder_farR,,,,0.5,,,,,0.15,,,no,left_player,11,80,90,0.25,1
thunder_farR,,Stream\Level\ber2\thunder\thunder_farR_00.wav,,0.8,1,3000,18000,1,reject,,,ambience,,,1,50000,,curve4,0.7,1,,3d,streamed,,,,,,,,,,,0.5,,,,,0.15,,,no,right_player,11,80,90,0.25,1
sparks,,SFX\Levels\sniper\sparks_##,,0.45,0.55,400,800,,,,,ambience,,,,,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,10,50,0.25,1
see1_fire_med,,SFX\Destruction\fires\med_##,,0.9,1,400,1200,,,,,ambience,,,,3000,,curve2,0.9,1.1,pitch,3d,,,looping,,,,,,,,,,,,,,0,,,,,,50,80,0.15,0.85
blood_splatter,,SFX/null.wav,,1,1,2000,2200,1,reject,,,voice,,,1,,,curve2,1,1,,3d,,,,,,,,,,1200,,,,,,,,,,,,,100,100,0.25,1
fake_battle,,SFX/null.wav,,1,1,2000,2200,1,reject,,,voice,,,1,,,curve2,1,1,,3d,,,,,,,,,,1200,,,,,,,,,,,,,100,100,0.25,1
fake_battle2,,SFX/null.wav,,1,1,2000,2200,1,reject,,,voice,,,1,,,curve2,1,1,,3d,,,,,,,,,,1200,,,,,,,,,,,,,100,100,0.25,1
dist_troops_german,,SFX/null.wav,,1,1,2000,2200,1,reject,,,voice,,,1,,,curve2,1,1,,3d,,,,,,,,,,1200,,,,,,,,,,,,,100,100,0.25,1
truck_engine_high,,SFX/null.wav,,1,1,2000,2200,1,reject,,,voice,,,1,,,curve2,1,1,,3d,,,,,,,,,,1200,,,,,,,,,,,,,100,100,0.25,1
truck_idle_low,,SFX/null.wav,,1,1,2000,2200,1,reject,,,voice,,,1,,,curve2,1,1,,3d,,,,,,,,,,1200,,,,,,,,,,,,,100,100,0.25,1
mtl_steam_pipe_hit,,SFX/null.wav,,1,1,2000,2200,1,reject,,,voice,,,1,,,curve2,1,1,,3d,,,,,,,,,,1200,,,,,,,,,,,,,100,100,0.25,1,,
#Katyusha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
katyusha_launch,,SFX/Weapon/Special/Rockets/katyusha/nrocket_##,,0.4,0.4,1000,8000,,,,,hvy_wpn,,curve4,,10000,,,0.9,1,,3d,,,,,,,,katyusha_launch_tone,,,,,,,,,,,,no,,,50,100,0.25,1,,
katyusha_launch_tone,,SFX/Weapon/Special/Rockets/katyusha/ntone_##,,0.3,0.45,1000,8000,,,,,hvy_wpn,,curve3,,10000,,,0.9,1,,3d,,,,,,,,,,,,,,,,,,,,no,,,50,100,0.25,1,,

katyusha_launch_rocket,,SFX/Weapon/Special/Rockets/katyusha/nrocket_##,,0.5,0.5,1000,8000,,,,,hvy_wpn,,,,10000,,,1,1,,3d,,,,,,,,katyusha_launch_tone,,,,,,,,,0.3,,,no,,,50,100,0.25,1,,
katy_explode_dirt,,SFX/Destruction/explosion_main_##,,0.55,0.65,500,4000,,,,,explosion,,,,,,,0.9,1.1,,3d,,,,,,,,bomb_far_falloff_glo,,,,0.05,0.25,,,,0.15,,yes,no,,,90,95,0.25,1,,
katy_rocket_run,,SFX\Weapon\Special\Rockets\katyusha\run_##,,0.6,0.75,1000,6000,,,,,hvy_wpn,,curve4,,,,,0.9,1.1,,3d,,,looping,,,,,,,1000,,,,,,,0.1,,,no,,,30,80,0.25,0.75,,yes
katy_rocket_run_sign,,SFX\Weapon\Special\Rockets\katyusha\run_##,,0.85,1,1000,6000,,,,,full_vol,,curve4,,,,,0.9,1.1,,3d,,,looping,,,,,,,100,,,,,,,0.1,,,no,,,30,80,0.25,0.75,,yes
explosion_right,,SFX\Levels\see1\barn\barn_R.wav,,0.8,0.85,500,7000,,,,,full_vol,,curve2,,15000,,curve3,1,1,,3d,,,,,,,,,,,,,,,,,0,,yes,no,right_player,8,100,100,0.25,1,,
explosion,,SFX\Levels\see1\barn\barn_L.wav,,0.8,0.85,500,7000,,,,,full_vol,,curve2,,15000,,curve3,1,1,,3d,,,,,,,,explosion_right,,,,,,,,,0,,yes,no,left_player,8,100,100,0.25,1,,
explosion_right2,,SFX\Levels\see1\barn\barn_R.wav,,0.5,0.6,500,7000,,,,,full_vol,,curve2,,15000,,curve3,1,1,,3d,,,,,,,,,,,,,,,,,0,,yes,no,right_player,8,100,100,0.25,1,,
explosion2,,SFX\Levels\see1\barn\barn_L.wav,,0.5,0.6,500,7000,,,,,full_vol,,curve2,,15000,,curve3,1,1,,3d,,,,,,,,explosion_right2,,,,,,,,,0,,yes,no,left_player,8,100,100,0.25,1,,
tower1,,SFX\Levels\Berlin_2\tower\tower1.wav,,1,1,5000,10000,,,,,full_vol,,,,15000,,curve3,1,1,,3d,,,,,,,,tower2,,,,,,,,,0,,yes,no,left_player,16,100,100,0.25,1,,
tower2,,SFX\Levels\Berlin_2\tower\tower2.wav,,1,1,5000,10000,,,,,full_vol,,,,15000,,curve3,1,1,,3d,,,,,,,,,,,,,,,,,0,,yes,no,right_player,16,100,100,0.25,1,,
building_collapse,,SFX/Levels/Berlin_2/collapse/collapse_02.wav,,1,1,1000,10000,,,,,rfl_1st,,,,,,,1,1,,2d,streamed,,,,,,,,,,wpn_all,,,,,,0,,no,no,,,100,100,0.25,1,,

tower_impact1,,SFX\Destruction\Explosion_Impact\Explosion_Impact_09.wav,,1,1,5000,10000,,,,,full_vol,,,,15000,,curve3,1,1,,3d,,,,,,,,tower_impactL,,,,,,,,,0,,no,no,,,100,100,0.25,1
tower_impactL,,SFX\Levels\Berlin_2\tower\tower_hitL.wav,,1,1,2000,8000,,,,,full_vol,,,,15000,,curve3,1,1,,3d,,,,,,,,tower_impactR,,3500,,,,,,,0,,no,no,left_player,5,100,100,0.25,1
tower_impactR,,SFX\Levels\Berlin_2\tower\tower_hitR.wav,,1,1,2000,8000,,,,,full_vol,,,,15000,,curve3,1,1,,3d,,,,,,,,,,3500,,,,,,,0,,no,no,right_player,5,100,100,0.25,1

#optimized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vehicle_explo,,SFX/Destruction/vehicle/vehicle_00.wav,1,0.95,1,500,10000,,,,,explosion,,curve4,,15000,,curve2,0.9,1.1,,3d,,,,,,,,explo_shockwave_l,,,,0.2,,,,,0.2,,no,no,,,90,95,0.25,1
vehicle_explo,,SFX/Destruction/vehicle/vehicle_01.wav,2,0.95,1,500,10000,,,,,explosion,,curve4,,15000,,curve2,0.9,1.1,,3d,,,,,,,,explo_shockwave_l,,,,0.2,,,,,0.2,,no,no,,,90,95,0.25,1
explo_metal_rand,,SFX/Destruction/vehicle/vehicle_00.wav,1,0.95,1,500,10000,,,,,explosion,,curve4,,15000,,curve2,0.9,1.1,,3d,,,,,,,,explo_shockwave_l,,,,0.2,,,,,0.2,,no,no,,,90,95,0.25,1
explo_metal_rand,,SFX/Destruction/vehicle/vehicle_01.wav,2,0.95,1,500,10000,,,,,explosion,,curve4,,15000,,curve2,0.9,1.1,,3d,,,,,,,,explo_shockwave_l,,,,0.2,,,,,0.2,,no,no,,,90,95,0.25,1
#FOLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rifle_catch,,SFX\Levels\see1\intro\rifle_catch.wav,,0.75,0.75,500,2500,,,,,character,,,1,5000,,,,,,3d,,,,,,,,,,,,,,,,,0,,no,no,,,75,90,0.25,1
rifle_handle1,,SFX\Levels\see1\intro\rifle_toss.wav,,1,1,500,2500,,,,,character,,,1,5000,,,,,,3d,,,,,,,,,,,,,,,,,0,,no,no,,,75,90,0.25,1
rifle_handle2,,SFX\Levels\see1\intro\rifle_toss2.wav,,1,1,500,2500,,,,,character,,,1,5000,,,,,,3d,,,,,,,,,,,,,,,,,0,,no,no,,,75,90,0.25,1
rifle_handle3,,SFX\Levels\see1\intro\rifle_toss3.wav,,1,1,500,2500,,,,,character,,,1,5000,,,,,,3d,,,,,,,,,,,,,,,,,0,,no,no,,,75,90,0.25,1
rifle_pickup1,,SFX\Levels\see1\intro\rifle_pickup.wav,,1,1,500,2500,,,,,character,,,1,5000,,,,,,3d,,,,,,,,,,,,,,,,,0,,no,no,,,75,90,0.25,1
rifle_pickup2,,SFX\Levels\see1\intro\rifle_pickup2.wav,,1,1,500,2500,,,,,character,,,1,5000,,,,,,3d,,,,,,,,,,,,,,,,,0,,no,no,,,75,90,0.25,1,
rifle_pickup3,,SFX\Levels\see1\intro\rifle_pickup3.wav,,1,1,500,2500,,,,,character,,,1,5000,,,,,,3d,,,,,,,,,,,,,,,,,0,,no,no,,,75,90,0.25,1,
cock,,SFX\Levels\see1\intro\mp40_cock.wav,,1,1,500,2500,,,,,character,,,1,5000,,,,,,3d,,,,,,,,,,,,,,,,,0,,no,no,,,75,90,0.25,1,
search_body,,SFX\Levels\see1\intro\search_body.wav,,0.75,0.75,500,2500,,,,,character,,,1,5000,,,,,,3d,,,,,,,,,,,,,,,,,0,,no,no,,,75,90,0.25,1,
fall_knees,,SFX\Levels\see1\intro\fall_knees.wav,,1,1,500,2500,,,,,character,,,1,5000,,,,,,3d,,,,,,,,,,,,,,,,,0,,no,no,,,75,90,0.25,1,
fall_body,,SFX\Levels\see1\intro\fall_body.wav,,1,1,500,2500,,,,,character,,,1,5000,,,,,,3d,,,,,,,,,,,,,,,,,0,,no,no,,,75,90,0.25,1,
face_kick,,SFX\Levels\see1\intro\face_kickf.wav,,0.8,0.8,,,,,,,character,,,,,,,,,,2d,,,,,,,,face_kickr,,,wpn_fnt,0.5,,,,,0,,,no,,,100,100,0.25,1,
face_kickr,,SFX\Levels\see1\intro\face_kickr.wav,,0.8,0.8,,,,,,,character,,,,,,,,,,2d,,,,,,,,,,,wpn_rear,0.5,,,,,0,,,no,,,100,100,0.25,1,
face_punch,,SFX\Levels\Berlin_2\face_punch_mn.wav,,1,1,500,2500,,,,,character,,,,,,,,,,3d,,,,,,,,,,,,,,,,,0,,,no,,,100,100,0.25,1,
fire_manager_0,,SFX/Destruction/fires/dynamic/dyn_fire_00.wav,,1,1,500,1000,,,,,ambience,,,,850,,curve2,1,1,,3d,,,looping,,,,pcm,,,,,,,,,,,,,,,,25,80,0.25,1,
fire_manager_1,,SFX/Destruction/fires/dynamic/dyn_fire_01.wav,,1,1,500,1000,,,,,ambience,,,,850,,curve2,1,1,,3d,,,looping,,,,pcm,,,,,,,,,,,,,,,,25,80,0.25,1,
fire_manager_2,,SFX/Destruction/fires/dynamic/dyn_fire_02.wav,,1,1,500,1000,,,,,ambience,,,,850,,curve2,1,1,,3d,,,looping,,,,pcm,,,,,,,,,,,,,,,,25,80,0.25,1,
fire_manager_3,,SFX/Destruction/fires/dynamic/dyn_fire_03.wav,,1,1,500,1000,,,,,ambience,,,,850,,curve2,1,1,,3d,,,looping,,,,pcm,,,,,,,,,,,,,,,,25,80,0.25,1,
# Dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ber2_IGD_400A_REZN,,voiceovers\ber2\mast\Ber2_IGD_400A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_400A_REZN
Ber2_IGD_000A_GER1,,voiceovers\ber2\mast\Ber2_IGD_000A_GER1.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,
Ber2_IGD_001A_RUR1,,voiceovers\ber2\mast\Ber2_IGD_001A_RUR1.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_001A_RUR1
Ber2_IGD_300A_RUR2,,voiceovers\ber2\mast\Ber2_IGD_300A_RUR2.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_300A_RUR2
Ber2_IGD_002A_GER1,,voiceovers\ber2\mast\Ber2_IGD_002A_GER1.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,
Ber2_IGD_301A_RUR3,,voiceovers\ber2\mast\Ber2_IGD_301A_RUR3.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_301A_RUR3
Ber2_IGD_302A_RUR1,,voiceovers\ber2\mast\Ber2_IGD_302A_RUR1.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_302A_RUR1
Ber2_IGD_303A_RUR3,,voiceovers\ber2\mast\Ber2_IGD_303A_RUR3.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_303A_RUR3
Ber2_IGD_304A_RUR1,,voiceovers\ber2\mast\Ber2_IGD_304A_RUR1.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,blood_splatter,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_304A_RUR1
Ber2_IGD_305A_RUR1,,voiceovers\ber2\mast\Ber2_IGD_305A_RUR1.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_305A_RUR1
Ber2_IGD_003A_RUR2,,voiceovers\ber2\mast\Ber2_IGD_003A_RUR2.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_003A_RUR2
Ber2_IGD_004A_CHER,,voiceovers\ber2\mast\Ber2_IGD_004A_CHER.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_004A_CHER
Ber2_IGD_005A_REZN,,voiceovers\ber2\mast\Ber2_IGD_005A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_005A_REZN
Ber2_IGD_006A_CHER,,voiceovers\ber2\mast\Ber2_IGD_006A_CHER.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_006A_CHER
Ber2_IGD_007A_REZN,,voiceovers\ber2\mast\Ber2_IGD_007A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_007A_REZN
Ber2_IGD_008A_REZN,,voiceovers\ber2\mast\Ber2_IGD_008A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_008A_REZN
Ber2_IGD_009A_REZN,,voiceovers\ber2\mast\Ber2_IGD_009A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,master,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_009A_REZN_A
Ber2_IGD_010A_REZN,,voiceovers\ber2\mast\Ber2_IGD_010A_REZN_A.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_010A_REZN_A
Ber2_IGD_011A_REZN,,voiceovers\ber2\mast\Ber2_IGD_011A_REZN.wav,,1,1,500,2800,,,,,voice,,,,3200,,,1,1,,3d,streamed,,,,ber2,,,,,,,,1,,,,0.2,,,,,,100,100,0.25,1,SUBTITLE_Ber2_IGD_011A_REZN
