name,platform,mature,file,sequence,vol_min,vol_max,dist_min,dist_max,limit_count,limit_type,entity_limit_count,entity_limit_type,bus,volume_min_falloff_curve,volumefalloffcurve,reverb_send,dist_reverb_max,reverb_min_falloff_curve,reverb_falloff_curve,pitch_min,pitch_max,randomize_type,spatialized,type,probability,loop,masterslave,loadspec,subtitle,compression,secondaryaliasname,chainaliasname,startdelay,speakermap,lfe percentage,center percentage,envelop_min,envelop_max,envelop percentage,occlusion_level,occlusion_wet_dry,real_delay,distance_lpf,move_type,move_time,min_priority,max_priority,min_priority_threshold,max_priority_threshold,doppler,isbig,subtitle
See2_IGD_030B_REZN,,,voiceovers\see2\mast\See2_IGD_030B_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_030B_REZN
See2_IGD_031A_REZN,,,voiceovers\see2\mast\See2_IGD_031A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_031A_REZN
See2_IGD_032A_REZN,,,voiceovers\see2\mast\See2_IGD_032A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_032A_REZN
See2_IGD_033A_REZN,,,voiceovers\see2\mast\See2_IGD_033A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_033A_REZN
See2_IGD_034A_REZN,,,voiceovers\see2\mast\See2_IGD_034A_REZN_A.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_034A_REZN_A
See2_IGD_035A_REZN,,,voiceovers\see2\mast\See2_IGD_035A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_035A_REZN
See2_IGD_036A_REZN,,,voiceovers\see2\mast\See2_IGD_036A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_036A_REZN
See2_IGD_037A_COMM,,,voiceovers\see2\mast\See2_IGD_037A_COMM.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_037A_COMM
See2_IGD_038A_REZN,,,voiceovers\see2\mast\See2_IGD_038A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_038A_REZN
See2_IGD_039A_REZN,,,voiceovers\see2\mast\See2_IGD_039A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_039A_REZN
See2_IGD_040A_REZN,,,voiceovers\see2\mast\See2_IGD_040A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_040A_REZN
See2_IGD_041A_REZN,,,voiceovers\see2\mast\See2_IGD_041A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_041A_REZN
See2_IGD_042A_COMM,,,voiceovers\see2\mast\See2_IGD_042A_COMM.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_042A_COMM
See2_IGD_043A_REZN,,,voiceovers\see2\mast\See2_IGD_043A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_043A_REZN
See2_IGD_044A_REZN,,,voiceovers\see2\mast\See2_IGD_044A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_044A_REZN
See2_IGD_045A_REZN,,,voiceovers\see2\mast\See2_IGD_045A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_045A_REZN
See2_IGD_046A_REZN,,,voiceovers\see2\mast\See2_IGD_046A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_046A_REZN
See2_IGD_047A_COMM,,,voiceovers\see2\mast\See2_IGD_047A_COMM.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_047A_COMM
See2_IGD_048A_COMM,,,voiceovers\see2\mast\See2_IGD_048A_COMM.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_048A_COMM
See2_IGD_102A_REZN,,,voiceovers\see2\mast\See2_IGD_102A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_102A_REZN
See2_IGD_103A_COMM,,,voiceovers\see2\mast\See2_IGD_103A_COMM.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_103A_COMM
See2_IGD_104A_REZN,,,voiceovers\see2\mast\See2_IGD_104A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_104A_REZN
See2_IGD_532A_REZN,,,voiceovers\see2\mast\See2_IGD_532A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_532A_REZN
See2_IGD_536A_REZN,,,voiceovers\see2\mast\See2_IGD_536A_REZN_A.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_536A_REZN_A
See2_IGD_600A_REZN,,,voiceovers\see2\mast\See2_IGD_600A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_600A_REZN
See2_IGD_601A_REZN,,,voiceovers\see2\mast\See2_IGD_601A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_601A_REZN
See2_IGD_602A_REZN,,,voiceovers\see2\mast\See2_IGD_602A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_602A_REZN
See2_IGD_603A_REZN,,,voiceovers\see2\mast\See2_IGD_603A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_603A_REZN
See2_IGD_604A_REZN,,,voiceovers\see2\mast\See2_IGD_604A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_604A_REZN
See2_IGD_605A_REZN,,,voiceovers\see2\mast\See2_IGD_605A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_605A_REZN
See2_IGD_606A_REZN,,,voiceovers\see2\mast\See2_IGD_606A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_606A_REZN
See2_IGD_607A_REZN,,,voiceovers\see2\mast\See2_IGD_607A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_607A_REZN
See2_IGD_200A_REZN,,,voiceovers\see2\mast\See2_IGD_200A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_200A_REZN
See2_IGD_201A_REZN,,,voiceovers\see2\mast\See2_IGD_201A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_201A_REZN
See2_IGD_202A_REZN,,,voiceovers\see2\mast\See2_IGD_202A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_202A_REZN
See2_IGD_608A_REZN,,,voiceovers\see2\mast\See2_IGD_608A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_608A_REZN
See2_IGD_609A_REZN,,,voiceovers\see2\mast\See2_IGD_609A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_609A_REZN
See2_IGD_800A_REZN,,,voiceovers\see2\mast\See2_IGD_800A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_800A_REZN
See2_IGD_801A_REZN,,,voiceovers\see2\mast\See2_IGD_801A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_801A_REZN
See2_IGD_802A_REZN,,,voiceovers\see2\mast\See2_IGD_802A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_802A_REZN
See2_IGD_500A_REZN,,,voiceovers\see2\mast\See2_IGD_500A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_500A_REZN
See2_IGD_501A_REZN,,,voiceovers\see2\mast\See2_IGD_501A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_501A_REZN
See2_IGD_502A_REZN,,,voiceovers\see2\mast\See2_IGD_502A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_502A_REZN
See2_IGD_105A_REZN,,,voiceovers\see2\mast\See2_IGD_105A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_105A_REZN
See2_IGD_106A_REZN,,,voiceovers\see2\mast\See2_IGD_106A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_106A_REZN
See2_IGD_107A_REZN,,,voiceovers\see2\mast\See2_IGD_107A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_107A_REZN
See2_IGD_503A_REZN,,,voiceovers\see2\mast\See2_IGD_503A_REZN_A.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_503A_REZN_A
See2_IGD_504A_REZN,,,voiceovers\see2\mast\See2_IGD_504A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_504A_REZN
See2_IGD_505A_REZN,,,voiceovers\see2\mast\See2_IGD_505A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_505A_REZN
See2_IGD_506A_REZN,,,voiceovers\see2\mast\See2_IGD_506A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_506A_REZN
See2_IGD_507A_REZN,,,voiceovers\see2\mast\See2_IGD_507A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_507A_REZN
See2_IGD_508A_REZN,,,voiceovers\see2\mast\See2_IGD_508A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_508A_REZN
See2_IGD_509A_REZN,,,voiceovers\see2\mast\See2_IGD_509A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_509A_REZN
See2_IGD_510A_REZN,,,voiceovers\see2\mast\See2_IGD_510A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_510A_REZN
See2_IGD_511A_REZN,,,voiceovers\see2\mast\See2_IGD_511A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_511A_REZN
See2_IGD_610A_REZN,,,voiceovers\see2\mast\See2_IGD_610A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_610A_REZN
See2_IGD_611A_REZN,,,voiceovers\see2\mast\See2_IGD_611A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_611A_REZN
See2_IGD_612A_REZN,,,voiceovers\see2\mast\See2_IGD_612A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_612A_REZN
See2_IGD_512A_REZN,,,voiceovers\see2\mast\See2_IGD_512A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_512A_REZN
See2_IGD_513A_REZN,,,voiceovers\see2\mast\See2_IGD_513A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_513A_REZN
See2_IGD_514A_REZN,,,voiceovers\see2\mast\See2_IGD_514A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_514A_REZN
See2_IGD_515A_REZN,,,voiceovers\see2\mast\See2_IGD_515A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_515A_REZN
See2_IGD_516A_REZN,,,voiceovers\see2\mast\See2_IGD_516A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_516A_REZN
See2_IGD_517A_REZN,,,voiceovers\see2\mast\See2_IGD_517A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_517A_REZN
See2_IGD_518A_REZN,,,voiceovers\see2\mast\See2_IGD_518A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_518A_REZN
See2_IGD_519A_REZN,,,voiceovers\see2\mast\See2_IGD_519A_REZN_A.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_519A_REZN_A
See2_IGD_520A_REZN,,,voiceovers\see2\mast\See2_IGD_520A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_520A_REZN
See2_IGD_521A_REZN,,,voiceovers\see2\mast\See2_IGD_521A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_521A_REZN
See2_IGD_522A_REZN,,,voiceovers\see2\mast\See2_IGD_522A_REZN_A.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_522A_REZN_A
See2_IGD_523A_REZN,,,voiceovers\see2\mast\See2_IGD_523A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_523A_REZN
See2_IGD_524A_REZN,,,voiceovers\see2\mast\See2_IGD_524A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_524A_REZN
See2_IGD_613A_REZN,,,voiceovers\see2\mast\See2_IGD_613A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_613A_REZN
See2_IGD_614A_REZN,,,voiceovers\see2\mast\See2_IGD_614A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_614A_REZN
See2_IGD_615A_REZN,,,voiceovers\see2\mast\See2_IGD_615A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_615A_REZN
See2_IGD_616A_REZN,,,voiceovers\see2\mast\See2_IGD_616A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_616A_REZN
See2_IGD_617A_REZN,,,voiceovers\see2\mast\See2_IGD_617A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_617A_REZN
See2_IGD_618A_REZN,,,voiceovers\see2\mast\See2_IGD_618A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_618A_REZN
See2_IGD_619A_REZN,,,voiceovers\see2\mast\See2_IGD_619A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_619A_REZN
See2_IGD_620A_REZN,,,voiceovers\see2\mast\See2_IGD_620A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_620A_REZN
See2_IGD_621A_REZN,,,voiceovers\see2\mast\See2_IGD_621A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_621A_REZN
See2_IGD_622A_REZN,,,voiceovers\see2\mast\See2_IGD_622A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_622A_REZN
See2_IGD_108A_REZN,,,voiceovers\see2\mast\See2_IGD_108A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_108A_REZN
See2_IGD_109A_REZN,,,voiceovers\see2\mast\See2_IGD_109A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_109A_REZN
See2_IGD_110A_REZN,,,voiceovers\see2\mast\See2_IGD_110A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_110A_REZN
See2_IGD_111A_REZN,,,voiceovers\see2\mast\See2_IGD_111A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_111A_REZN
See2_IGD_112A_REZN,,,voiceovers\see2\mast\See2_IGD_112A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_112A_REZN
See2_IGD_113A_REZN,,,voiceovers\see2\mast\See2_IGD_113A_REZN.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_113A_REZN
See2_IGD_623A_COMM,,,voiceovers\see2\mast\See2_IGD_623A_COMM.wav,,1,1,250,1000,1,reject,,,voice,,curve4,0.25,,,,1,1,,2d,streamed,,,,,,,,,,wpn_fnt,,1,,,,,,no,no,,,100,100,0.25,1,,,SUBTITLE_See2_IGD_623A_COMM
